Date	Order ID	SKU	Transaction type	Payment Type	Payment Detail	Amount	Quantity	Product Title
Nov 20, 2018	112-7904866-4377005	ST-C0GT-68IG	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 20, 2018	112-7904866-4377005	ST-C0GT-68IG	Order Payment	Amazon fees	Referral Fee on Item Price	$-5.85		HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 20, 2018	112-7904866-4377005	ST-C0GT-68IG	Order Payment	Product charges		$38.99	1	HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 20, 2018		5F-Z3X8-PLQ8	Other	FBA Inventory Reimbursement - Lost:Inbound		$34.09	1	DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model]
Nov 20, 2018	111-7894440-1737851	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	111-7894440-1737851	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-3.88		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	111-7894440-1737851	SN-Z9YH-LPU6	Order Payment	Product charges		$12.93	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	111-7894440-1737851	SN-Z9YH-LPU6	Order Payment	Product charges		$12.93	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-6342136-0241050	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-6342136-0241050	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-6342136-0241050	SN-Z9YH-LPU6	Order Payment	Product charges		$12.93	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-7149014-5763423	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-7149014-5763423	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-7149014-5763423	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	113-2826205-2958663	ST-C0GT-68IG	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 20, 2018	113-2826205-2958663	ST-C0GT-68IG	Order Payment	Amazon fees	Referral Fee on Item Price	$-9.00		HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 20, 2018	113-2826205-2958663	ST-C0GT-68IG	Order Payment	Product charges		$59.98	2	HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 20, 2018	112-6387366-0821040	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	112-6387366-0821040	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.80		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	112-6387366-0821040	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	113-3972269-5516207	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	113-3972269-5516207	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	113-3972269-5516207	SN-Z9YH-LPU6	Order Payment	Product charges		$12.94	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	113-3972269-5516207	SN-Z9YH-LPU6	Order Payment	Promo rebates		$0.00	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	113-3972269-5516207	SN-Z9YH-LPU6	Order Payment	Other	Product Tax	$0.78		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	112-7649244-9591423	G6-4E0J-IQ3A	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-4.71		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	112-7649244-9591423	G6-4E0J-IQ3A	Order Payment	Amazon fees	Referral Fee on Item Price	$-3.00		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	112-7649244-9591423	G6-4E0J-IQ3A	Order Payment	Product charges		$19.99	1	Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	112-7649244-9591423	G6-4E0J-IQ3A	Order Payment	Promo rebates		$0.00	1	Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	112-7649244-9591423	G6-4E0J-IQ3A	Order Payment	Promo rebates	Shipping	$-3.13		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	112-7649244-9591423	G6-4E0J-IQ3A	Order Payment	Other	Shipping	$3.13		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	114-3520496-0773819	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-3520496-0773819	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-3520496-0773819	YL-ODHG-X4FA	Order Payment	Amazon fees	Shipping Chargeback	$-5.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-3520496-0773819	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-3520496-0773819	YL-ODHG-X4FA	Order Payment	Other	Shipping	$5.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 20, 2018	114-6126259-1289027	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-6126259-1289027	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-6126259-1289027	SN-Z9YH-LPU6	Order Payment	Product charges		$12.94	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-2487140-3773019	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-2487140-3773019	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-2487140-3773019	SN-Z9YH-LPU6	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.03		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-2487140-3773019	SN-Z9YH-LPU6	Order Payment	Product charges		$12.94	1	Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	114-2487140-3773019	SN-Z9YH-LPU6	Order Payment	Other	Product Tax	$1.07		Exederm Shampoo, 8 fl. Ounce
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-14.13		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Amazon fees	Referral Fee on Item Price	$-9.00		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Product charges		$39.98	2	Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Product charges		$19.99	1	Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Promo rebates		$0.00	2	Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Promo rebates		$0.00	1	Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Promo rebates	Shipping	$-8.09		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Other	Product Tax	$3.60		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 20, 2018	111-7129484-4077011	G6-4E0J-IQ3A	Order Payment	Other	Shipping	$8.09		Playtex CleanCuisine Disposable Gloves Medium - 30-Count Package (Pack of 3)
Nov 19, 2018	114-1314247-8172203	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	114-1314247-8172203	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	114-1314247-8172203	SN-Z9YH-LPU6	Order Payment	Product charges		$12.94	1	Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	112-9513267-0917009	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	112-9513267-0917009	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	112-9513267-0917009	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.04		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	112-9513267-0917009	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	112-9513267-0917009	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$1.32		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-5.09		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.93		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.05		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Product charges		$19.54	1	93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Promo rebates		$0.00	1	93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Promo rebates	Shipping	$-2.29		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Other	Product Tax	$1.61		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-5459087-4384237	99-O3ED-R9WF	Order Payment	Other	Shipping	$2.29		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018			Service Fees	Amazon fees	FBA Prep Fee: Taping	$-1.20		
Nov 19, 2018	112-7075239-7257057	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	112-7075239-7257057	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	112-7075239-7257057	SN-Z9YH-LPU6	Order Payment	Product charges		$12.94	1	Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	112-7075239-7257057	SN-Z9YH-LPU6	Order Payment	Promo rebates		$0.00	1	Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	114-0837117-0937804	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-0837117-0937804	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-0837117-0937804	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-0837117-0937804	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$1.10		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	111-6511633-9882652	99-O3ED-R9WF	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-5.09		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	111-6511633-9882652	99-O3ED-R9WF	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.93		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	111-6511633-9882652	99-O3ED-R9WF	Order Payment	Product charges		$19.54	1	93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	112-1762000-5099465	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	112-1762000-5099465	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	112-1762000-5099465	SN-Z9YH-LPU6	Order Payment	Product charges		$12.94	1	Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	113-7832623-7069827	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	113-7832623-7069827	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-3.88		Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	113-7832623-7069827	SN-Z9YH-LPU6	Order Payment	Product charges		$25.88	2	Exederm Shampoo, 8 fl. Ounce
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.04		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Amazon fees	Shipping Chargeback	$-3.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$1.32		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	114-6888423-7905837	YL-ODHG-X4FA	Order Payment	Other	Shipping	$3.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	111-8152164-2904203	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	111-8152164-2904203	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	111-8152164-2904203	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.04		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	111-8152164-2904203	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	111-8152164-2904203	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$1.32		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 19, 2018	112-7125596-1703403	ST-C0GT-68IG	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 19, 2018	112-7125596-1703403	ST-C0GT-68IG	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.50		HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 19, 2018	112-7125596-1703403	ST-C0GT-68IG	Order Payment	Product charges		$29.99	1	HempFusion Hemp Extract 5.0-30 Vegetarian Capsules
Nov 19, 2018	114-3415174-5890637	99-O3ED-R9WF	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-5.09		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	114-3415174-5890637	99-O3ED-R9WF	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.93		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	114-3415174-5890637	99-O3ED-R9WF	Order Payment	Product charges		$19.54	1	93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 19, 2018	113-5969437-3236269	TY-X7EQ-2RR7	Order Payment	Amazon fees	Closing fee	$-1.80		Grand Theft Auto V - PC
Nov 19, 2018	113-5969437-3236269	TY-X7EQ-2RR7	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Grand Theft Auto V - PC
Nov 19, 2018	113-5969437-3236269	TY-X7EQ-2RR7	Order Payment	Amazon fees	Referral Fee on Item Price	$-5.70		Grand Theft Auto V - PC
Nov 19, 2018	113-5969437-3236269	TY-X7EQ-2RR7	Order Payment	Amazon fees	Shipping Chargeback	$-10.98		Grand Theft Auto V - PC
Nov 19, 2018	113-5969437-3236269	TY-X7EQ-2RR7	Order Payment	Product charges		$38.00	1	Grand Theft Auto V - PC
Nov 19, 2018	113-5969437-3236269	TY-X7EQ-2RR7	Order Payment	Other	Shipping	$10.98		Grand Theft Auto V - PC
Nov 18, 2018	113-6760059-4503418	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-6760059-4503418	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-6760059-4503418	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-7589454-2182619	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-7589454-2182619	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-7589454-2182619	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-7589454-2182619	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$1.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	112-2433350-9806616	99-O3ED-R9WF	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-5.09		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 18, 2018	112-2433350-9806616	99-O3ED-R9WF	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.93		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 18, 2018	112-2433350-9806616	99-O3ED-R9WF	Order Payment	Product charges		$19.54	1	93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 18, 2018	113-1521741-3567438	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-15.95		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-1521741-3567438	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-12.00		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-1521741-3567438	YL-ODHG-X4FA	Order Payment	Product charges		$79.90	5	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-1521741-3567438	YL-ODHG-X4FA	Order Payment	Promo rebates		$0.00	5	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-1521741-3567438	YL-ODHG-X4FA	Order Payment	Promo rebates	Shipping	$-7.21		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-1521741-3567438	YL-ODHG-X4FA	Order Payment	Other	Shipping	$7.21		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-8304427-4517830	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-8304427-4517830	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-8304427-4517830	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	112-6608617-2819403	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 18, 2018	112-6608617-2819403	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 18, 2018	112-6608617-2819403	SN-Z9YH-LPU6	Order Payment	Product charges		$12.95	1	Exederm Shampoo, 8 fl. Ounce
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.42		Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Product charges		$9.49	1	Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Promo rebates		$0.00	1	Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Promo rebates	Shipping	$-0.04		Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Other	Product Tax	$0.83		Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	111-0565920-9248257	XM-FVFV-RW25	Order Payment	Other	Shipping	$0.04		Cortizone 10 Hydrocortisone Anti-Itch Liquid Easy Relief Applicator-1.25, oz.
Nov 18, 2018	112-4477911-9421842	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	112-4477911-9421842	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	112-4477911-9421842	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 18, 2018	113-8576221-0310619	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 18, 2018	113-8576221-0310619	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.94		Exederm Shampoo, 8 fl. Ounce
Nov 18, 2018	113-8576221-0310619	SN-Z9YH-LPU6	Order Payment	Product charges		$12.95	1	Exederm Shampoo, 8 fl. Ounce
Nov 17, 2018	112-7280737-0356245	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
