Date	Order ID	SKU	Transaction type	Payment Type	Payment Detail	Amount	Quantity	Product Title
Nov 12, 2018	112-3341875-2459411	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 12, 2018	112-3341875-2459411	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 12, 2018	112-3341875-2459411	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.17		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.03		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Product charges		$14.49	1	Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Promo rebates		$0.00	1	Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Promo rebates		$0.00	1	Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	114-0799592-9075455	SN-Z9YH-LPU6	Order Payment	Other	Product Tax	$1.20		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	111-6219091-2157820	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	111-6219091-2157820	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	111-6219091-2157820	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.04		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	111-6219091-2157820	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	111-6219091-2157820	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$1.32		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-1302397-5665009	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-1302397-5665009	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.80		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-1302397-5665009	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-3179285-8654624	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-3179285-8654624	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-3179285-8654624	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	111-7525864-0033018	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	111-7525864-0033018	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.17		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	111-7525864-0033018	SN-Z9YH-LPU6	Order Payment	Product charges		$14.49	1	Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	112-6708905-1684237	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-6708905-1684237	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-6708905-1684237	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-6708905-1684237	YL-ODHG-X4FA	Order Payment	Promo rebates		$0.00	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-6708905-1684237	YL-ODHG-X4FA	Order Payment	Promo rebates	Shipping	$-5.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-6708905-1684237	YL-ODHG-X4FA	Order Payment	Other	Shipping	$5.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	114-2779848-1844221	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	114-2779848-1844221	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.80		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	114-2779848-1844221	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	113-5169155-9350638	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	113-5169155-9350638	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.17		Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	113-5169155-9350638	SN-Z9YH-LPU6	Order Payment	Product charges		$14.49	1	Exederm Shampoo, 8 fl. Ounce
Nov 11, 2018	112-4580175-3912266	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-4580175-3912266	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.80		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-4580175-3912266	YL-ODHG-X4FA	Order Payment	Amazon fees	Shipping Chargeback	$-7.08		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-4580175-3912266	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	112-4580175-3912266	YL-ODHG-X4FA	Order Payment	Other	Shipping	$7.08		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 11, 2018	111-8426519-1737813	68-7E9G-AY61	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-2.41		Playtex CleanCuisine Disposable Food Prep Gloves - 30 Count - Large
Nov 11, 2018	111-8426519-1737813	68-7E9G-AY61	Order Payment	Amazon fees	Referral Fee on Item Price	$-1.23		Playtex CleanCuisine Disposable Food Prep Gloves - 30 Count - Large
Nov 11, 2018	111-8426519-1737813	68-7E9G-AY61	Order Payment	Product charges		$8.19	1	Playtex CleanCuisine Disposable Food Prep Gloves - 30 Count - Large
Nov 10, 2018	111-9844507-5830600	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-9844507-5830600	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-9844507-5830600	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-9844507-5830600	YL-ODHG-X4FA	Order Payment	Promo rebates		$0.00	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-9844507-5830600	YL-ODHG-X4FA	Order Payment	Promo rebates	Shipping	$-2.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-9844507-5830600	YL-ODHG-X4FA	Order Payment	Other	Shipping	$2.99		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018			Other	Other	Current Reserve Amount 	$-1,640.04		
Nov 10, 2018			Other	Other	Previous Reserve Amount Balance 	$1,640.04		
Nov 10, 2018	111-2287476-4033823	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-2287476-4033823	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	111-2287476-4033823	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	112-3156846-3949065	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-9.57		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	112-3156846-3949065	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.20		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	112-3156846-3949065	YL-ODHG-X4FA	Order Payment	Product charges		$47.94	3	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 10, 2018	112-3156846-3949065	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$4.11		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-9.57		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.20		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.11		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Amazon fees	Shipping Chargeback	$-7.12		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$3.96		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4916266-2396263	YL-ODHG-X4FA	Order Payment	Other	Shipping	$7.12		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	114-4136417-8410626	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-4136417-8410626	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.05		Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-4136417-8410626	SN-Z9YH-LPU6	Order Payment	Product charges		$13.69	1	Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-4136417-8410626	SN-Z9YH-LPU6	Order Payment	Other	Product Tax	$0.82		Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-2987735-3621015	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-9.57		Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-2987735-3621015	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-6.15		Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-2987735-3621015	SN-Z9YH-LPU6	Order Payment	Product charges		$27.38	2	Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-2987735-3621015	SN-Z9YH-LPU6	Order Payment	Product charges		$13.69	1	Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	114-2987735-3621015	SN-Z9YH-LPU6	Order Payment	Other	Product Tax	$2.46		Exederm Shampoo, 8 fl. Ounce
Nov 9, 2018	111-7905435-9513848	UC-6NZR-J43C	Refund	Amazon fees	Referral Fee on Item Price	$9.00		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 9, 2018	111-7905435-9513848	UC-6NZR-J43C	Refund	Amazon fees	Refund Administration Fee	$-1.80		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 9, 2018	111-7905435-9513848	UC-6NZR-J43C	Refund	Amazon fees	Shipping Chargeback	$0.52		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 9, 2018	111-7905435-9513848	UC-6NZR-J43C	Refund	Product charges		$-59.99	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 9, 2018	111-7905435-9513848	UC-6NZR-J43C	Refund	Other	Shipping	$-0.52		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 9, 2018	111-8583566-2471409	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	111-8583566-2471409	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	111-8583566-2471409	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	113-6348457-9615405	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	113-6348457-9615405	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 9, 2018	113-6348457-9615405	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	114-4074433-8389810	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	114-4074433-8389810	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	114-4074433-8389810	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	114-4074433-8389810	YL-ODHG-X4FA	Order Payment	Promo rebates		$0.00	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-5208209-0716229	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-5208209-0716229	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.80		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-5208209-0716229	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	114-3418698-6638631	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 8, 2018	114-3418698-6638631	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.06		Exederm Shampoo, 8 fl. Ounce
Nov 8, 2018	114-3418698-6638631	SN-Z9YH-LPU6	Order Payment	Product charges		$13.70	1	Exederm Shampoo, 8 fl. Ounce
Nov 8, 2018	114-3418698-6638631	SN-Z9YH-LPU6	Order Payment	Promo rebates		$0.00	1	Exederm Shampoo, 8 fl. Ounce
Nov 8, 2018	114-3418698-6638631	SN-Z9YH-LPU6	Order Payment	Promo rebates	Shipping	$-3.53		Exederm Shampoo, 8 fl. Ounce
Nov 8, 2018	114-3418698-6638631	SN-Z9YH-LPU6	Order Payment	Other	Shipping	$3.53		Exederm Shampoo, 8 fl. Ounce
Nov 8, 2018	113-8461650-3573011	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	113-8461650-3573011	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	113-8461650-3573011	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	114-7337481-6445030	99-O3ED-R9WF	Refund	Amazon fees	Referral Fee on Item Price	$2.86		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 8, 2018	114-7337481-6445030	99-O3ED-R9WF	Refund	Amazon fees	Refund Administration Fee	$-0.57		93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 8, 2018	114-7337481-6445030	99-O3ED-R9WF	Refund	Product charges		$-19.08	1	93835 Hefty EZ Foil Bake Mini Loaf Pan 5.75"x3.25"x2" 12-5PKS/CS
Nov 8, 2018	114-8297738-7569863	UC-6NZR-J43C	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	114-8297738-7569863	UC-6NZR-J43C	Order Payment	Amazon fees	Referral Fee on Item Price	$-9.00		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	114-8297738-7569863	UC-6NZR-J43C	Order Payment	Product charges		$59.99	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	112-0922497-5685002	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0922497-5685002	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0922497-5685002	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-6.38		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-4.80		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Amazon fees	Sales Tax Service Fee	$-0.08		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Product charges		$31.96	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Promo rebates		$0.00	2	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Promo rebates	Shipping	$-7.08		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$2.64		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	112-0890093-3118657	YL-ODHG-X4FA	Order Payment	Other	Shipping	$7.08		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 8, 2018	113-5897326-1272208	UC-6NZR-J43C	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	113-5897326-1272208	UC-6NZR-J43C	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.95		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	113-5897326-1272208	UC-6NZR-J43C	Order Payment	Product charges		$52.99	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	113-5897326-1272208	UC-6NZR-J43C	Order Payment	Promo rebates		$0.00	1	HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	113-5897326-1272208	UC-6NZR-J43C	Order Payment	Promo rebates	Shipping	$-7.13		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 8, 2018	113-5897326-1272208	UC-6NZR-J43C	Order Payment	Other	Shipping	$7.13		HempFusion Sleep, Whole Food Hemp Complex, 30 Vegetarian Liquid Capsules
Nov 7, 2018	112-0106559-6727464	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-0106559-6727464	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.05		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-0106559-6727464	SN-Z9YH-LPU6	Order Payment	Product charges		$13.69	1	Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2580623-5042659	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2580623-5042659	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.05		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2580623-5042659	SN-Z9YH-LPU6	Order Payment	Amazon fees	Shipping Chargeback	$-3.99		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2580623-5042659	SN-Z9YH-LPU6	Order Payment	Product charges		$13.69	1	Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2580623-5042659	SN-Z9YH-LPU6	Order Payment	Other	Shipping	$3.99		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	111-9427276-2223407	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-9.57		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	111-9427276-2223407	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-7.20		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	111-9427276-2223407	YL-ODHG-X4FA	Order Payment	Product charges		$47.94	3	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	111-9427276-2223407	YL-ODHG-X4FA	Order Payment	Other	Product Tax	$4.14		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	112-6644879-4393851	YL-ODHG-X4FA	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	112-6644879-4393851	YL-ODHG-X4FA	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.40		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	112-6644879-4393851	YL-ODHG-X4FA	Order Payment	Amazon fees	Shipping Chargeback	$-18.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	112-6644879-4393851	YL-ODHG-X4FA	Order Payment	Product charges		$15.98	1	Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	112-6644879-4393851	YL-ODHG-X4FA	Order Payment	Other	Shipping	$18.19		Mini Thin 2 Way Action 24 Ct. Bottle Hi Speed Energy, Enhanced Stamina
Nov 7, 2018	112-2548023-4485838	SN-Z9YH-LPU6	Order Payment	Amazon fees	FBA Pick & Pack Fee	$-3.19		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2548023-4485838	SN-Z9YH-LPU6	Order Payment	Amazon fees	Referral Fee on Item Price	$-2.05		Exederm Shampoo, 8 fl. Ounce
Nov 7, 2018	112-2548023-4485838	SN-Z9YH-LPU6	Order Payment	Product charges		$13.69	1	Exederm Shampoo, 8 fl. Ounce
